Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Kyaa Super Kool Hain Hum,2012,PG,27 Jul 2012,136 min,Comedy,Sachin Yardi,"Sukhmani Sadana (dialogue revisor), Sachin Yardi","Anupam Kher, Neha Sharma, Riteish Deshmukh, Rohit Shetty",Adi and Sid want to make big but always run out of luck and series of confusion start taking place when they reach Goa.,Hindi,India,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BN2JlZGYzY2EtYWUzNC00OWMwLWEyZjktNmZkNGM4Mjg4ZDdlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,"3,667",tt2027138,movie,N/A,N/A,FLM Films,N/A,True
Super Furball,2018,TV-Y7,26 Jan 2018,86 min,"Family, Fantasy",Joona Tena,"Paula Noronen (novel), Paula Noronen (screenplay), Joona Tena (screenplay)","Ella Jäppinen, Essi Hellén, Eero Ritala, Arttu Wiskari","When a young girl acquires a secret superpower from her pet guinea pig, her ordinary life turns upside down. She decides to use her newfound powers to make a difference in the world.",Finnish,Finland,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYWQ0ODQwZjUtM2JhNS00NWIzLWJkMGQtNTAwYWE3MWU3YjEwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,123,tt5822132,movie,N/A,N/A,N/A,N/A,True
Super,2010,R,10 Jun 2011,96 min,"Action, Comedy, Drama",James Gunn,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.7,"74,758",tt1512235,movie,N/A,"$327,716",N/A,N/A,True
Super Nani,2014,Not Rated,31 Oct 2014,133 min,"Comedy, Drama, Family",Indra Kumar,Vipul Mehta,"Rekha, Sharman Joshi, Randhir Kapoor, Anupam Kher","The movie revolves around how an Indian woman, Bharti, who sacrifices her life for her children and husband, and yet they do not value her or her sacrifices, and they all maltreat her. Then...",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYjE4OTAxNTgtNDIzNC00Nzk1LTgxYWMtYmUwMjJhYmM4YzQzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,4.7,348,tt2630076,movie,N/A,N/A,N/A,N/A,True
Super Grass,1994,N/A,N/A,12 min,Short,Tom Vaughan,N/A,"Charlie Creed-Miles, Tim Barlow, Sharon Duce, Nick Dunning",N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,24,tt0111316,movie,N/A,N/A,N/A,N/A,True
Super Bowl LIII: A Peyton Manning Production,2019,N/A,03 Feb 2019,N/A,Sport,Peter Radovich,"Peter Radovich, Billy Scafuri","Peyton Manning, Richie Moriarty",N/A,English,USA,1 nomination.,N/A,[],N/A,N/A,N/A,tt11879652,movie,N/A,N/A,N/A,N/A,True
Super Clyde,2013,N/A,09 Oct 2013,22 min,Comedy,Michael Fresco,"Gregory Thomas Garcia (creator), Gregory Thomas Garcia","Rupert Grint, Tyler Labine, Stephen Fry, Justine Lupe","Centers on Clyde, a meek, unassuming fast food worker who decides to become a super hero.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmUxMWZkYjQtMGFjYy00M2FmLWEyMjYtNjk2ZDY3ZmM2Y2U3XkEyXkFqcGdeQXVyNTAzOTQ2ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,335,tt2708090,movie,N/A,N/A,N/A,N/A,True
Super Shark,2011,Not Rated,08 Dec 2011,87 min,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",Fred Olen Ray,"Clyde McCoy, Antonio Olivas, Fred Olen Ray","Tim Abell, Catherine Annette, Ashley Carr, Rick Cramer","An offshore drilling accident releases a giant primordial shark, threatening to turn a bikini contest into a bloodbath.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjI3MzgxNDAxN15BMl5BanBnXkFtZTcwNzM0NzAzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}]",N/A,2.5,"2,153",tt1698008,movie,N/A,N/A,Retromedia Entertainment,N/A,True
"Superbug, Super Agent",1972,G,01 Oct 1976,91 min,Comedy,Rudolf Zehetgruber,Rudolf Zehetgruber (screenplay),"Joachim Fuchsberger, Rudolf Zehetgruber, Kathrin Oginski, Heidi Hansen","Jimmy Bondi and his miracle beetle Dudu are on their way to Portugal by sea. In the Algarve, they are witness to a dispute in which ex-inmate Plato and the attractive Tamara have to do with Marchese de la Sotta and his henchmen.",German,"West Germany, Switzerland",N/A,https://m.media-amazon.com/images/M/MV5BMzU0M2YzNTYtMTU2ZC00MWEwLThlNDEtNjgzOTI4ODdhNjYxXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,259,tt0068825,movie,11 Sep 2007,N/A,N/A,N/A,True
Super Mario Bros. Z 4K,2020,N/A,07 Mar 2020,200 min,"Animation, Action, Adventure",N/A,N/A,N/A,The complete original Super Mario Bros. Z series remastered in 4K video quality in one video.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTkyMzU2NDgtZjEwYy00MjA1LThlNGYtNzNmZmYzYTFkMmQ4XkEyXkFqcGdeQXVyMTEyNDI0NjIy._V1_SX300.jpg,[],N/A,N/A,N/A,tt12064860,movie,N/A,N/A,N/A,N/A,True
Super Bowl XL,2006,N/A,04 Feb 2006,N/A,Sport,Drew Esocoff,N/A,"Shaun Alexander, Jerome Bettis, Alan Faneca, James Farrior","The Seattle Seahawks take on the Pittsburgh Steelers at Ford Field in Detroit, Michigan for Super Bowl XL!",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,314,tt0478278,movie,N/A,N/A,N/A,N/A,True
Super Salaryman,2012,N/A,05 Dec 2012,N/A,"Comedy, Drama",Wirat Hengkongdee,Wirat Hengkongdee,"Jesdaporn Pholdee, Natchalai Sukkamongkol, Sakuntala Thianphairot, Setthapong Phiangphor","Although white-collar workers are working in an air-conditioning office, their lifes are not as easy as pie. They must deal with workplace politic, reduced bonuses, unworthy wage and so on....",Thai,Thailand,3 nominations.,https://m.media-amazon.com/images/M/MV5BZWIxNGQzYzQtYjA3Yi00YTk5LTg5NTUtZDE0MTNiMTFkY2ZmXkEyXkFqcGdeQXVyMjA0MDI5NjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,123,tt2754800,movie,N/A,N/A,N/A,N/A,True
The Super Ninja,1986,N/A,N/A,89 min,"Adventure, Thriller",Kuo-Ren Wu,Kang Nien Li,"Alexander Rei Lo, Eugene Thomas, Mei Lo, Yi Tao Chang","John is a NYPD maverick who's also a ninja and has black partner Spencer. He soon unravels an international conspiracy that revolves around his girlfriend Nancy and her scientist father, who's created a secret formula.","Mandarin, English","Taiwan, South Korea",N/A,https://m.media-amazon.com/images/M/MV5BMTYyOTY1MDMxNl5BMl5BanBnXkFtZTcwNTQ3MzA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,240,tt0188764,movie,N/A,N/A,N/A,N/A,True
Secret Agent Super Dragon,1966,N/A,01 May 1966,95 min,"Thriller, Mystery",Giorgio Ferroni,"Mike Mitchell (screenplay), Bill Coleman (screenplay), Remigio Del Grosso (screenplay), Giorgio Ferroni (screenplay), Roberto Amoroso (screenplay), Giorgio Ferroni (suggested by)","Ray Danton, Margaret Lee, Carlo D'Angelo, Jess Hahn","A series of murders in Michigan lead an American secret agent to Amsterdam, where he uncovers a plot to imperil the world with a potent new drug.",Italian,"Italy, France, West Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTY1MTM4NzkxOF5BMl5BanBnXkFtZTgwMDYwODk1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}]",N/A,2.1,809,tt0060956,movie,N/A,N/A,N/A,N/A,True
Jay and Silent Bob's Super Groovy Cartoon Movie,2013,N/A,20 Apr 2013,64 min,"Animation, Comedy",Steve Stark,Kevin Smith (screenplay by),"Marc Bernardin, Ming Chen, Matt Cohen, Kevin Conroy","Jay and Silent Bob hit the lottery jackpot, and use their cash windfall to become crime-fighting superheroes.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3NDczMjc1NF5BMl5BanBnXkFtZTgwMzg5MTQ3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}]",N/A,5.0,"1,706",tt2783020,movie,N/A,N/A,"Dimension Films, Miramax, View Askew Productions",N/A,True
Super Troopers 2,2018,R,20 Apr 2018,99 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Seann William Scott, Clifton Collins Jr., Steve Lemme, Erik Stolhanske","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.1,"23,678",tt0859635,movie,N/A,"$30,617,396",CJ Entertainment,N/A,True
Super Tuesday: Your Voice Your Vote 2020,2020,N/A,03 Mar 2020,N/A,News,Jeff Winn,N/A,"Mary Bruce, Jonathan Karl, David Muir, Nate Silver",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjU3MDA3OTgtYmEwYS00NmRjLTlkODEtYjgwOWUwOTVjN2JhXkEyXkFqcGdeQXVyOTQ2OTgzOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11899736,movie,N/A,N/A,N/A,N/A,True
Super Smile,2008,N/A,03 May 2008,5 min,Short,Effie Wu,Effie Wu,Effie Wu,N/A,N/A,Germany,N/A,N/A,[],N/A,N/A,N/A,tt1416792,movie,N/A,N/A,N/A,N/A,True
Super Mario Bros.,1993,PG,28 May 1993,104 min,"Adventure, Comedy, Family, Fantasy, Sci-Fi","Annabel Jankel, Rocky Morton","Parker Bennett, Terry Runte, Ed Solomon","Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",English,"UK, USA, Japan, France",2 nominations.,https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}]",N/A,4.1,"48,474",tt0108255,movie,N/A,"$20,915,465","Allied Filmmakers, Hollywood Pictures, Cinergi Pictures Entertainment",N/A,True
Super Rhino,2009,G,22 Mar 2009,4 min,"Animation, Short, Adventure, Comedy, Family",Nathan Greno,Nathan Greno,"Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell","When even the mighty Bolt is captured by the green-eyed man, who can save him? Rhino is on the job...in his dreams anyway.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmEwMjE3MTMtNWY1NS00MGFiLWI1MTQtMTExZmY0ZmQ2MTZlXkEyXkFqcGdeQXVyNjIzODI5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,957,tt1368151,movie,N/A,N/A,N/A,N/A,True
My Friends Tigger and Pooh Super Sleuth Christmas Movie: 100 Acre Wood Downhill Challenge,2007,N/A,01 Nov 2007,N/A,"Animation, Short, Family",Jim Janicek,Jim Janicek (creator),"Dee Bradley Baker, Kimberlea Berg, Max Burkholder, Bill Cantos",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDQ2NTJkNDYtYzg4Ny00NWEwLWEwNmItMzM3NTIyMzRlMjE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjA5MDY1MzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,24,tt1284495,movie,N/A,N/A,N/A,N/A,True
Dio: Super Rock '85 in Japan,1985,N/A,N/A,60 min,Music,Teppei Takagi,N/A,"Ronnie James Dio, Jimmy Bain, Vivian Campbell, Vinny Appice","Live show filmed at Super Rock festival on August 10th, 1985 in Tokorozawa.",English,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNjk4ZjcyNTAtN2Y4Mi00NTc3LTlmN2UtMjNhYjFhMWE3ODk4XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11967098,movie,N/A,N/A,N/A,N/A,True
Super 8,2011,PG-13,10 Jun 2011,112 min,"Action, Adventure, Sci-Fi, Thriller",J.J. Abrams,J.J. Abrams,"Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",English,USA,11 wins & 70 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"337,917",tt1650062,movie,N/A,"$127,004,179","Amblin Entertainment, Bad Robot",N/A,True
Super Troopers,2001,R,15 Feb 2002,100 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","André Vippolis, Joey Kern, Geoffrey Arend, Erik Stolhanske","Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.","English, German, French",USA,1 win.,https://m.media-amazon.com/images/M/MV5BYzAyOTZjZDItZjNiYy00YTA3LWEyYWMtZTA0NmUzYjZhNjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.1,"95,624",tt0247745,movie,N/A,"$18,492,362","Cataland Films, Jersey Films, Broken Lizard Productions, Jersey Shore",N/A,True
Power Rangers Super Megaforce: The Legendary Battle,2015,TV-PG,11 Aug 2015,55 min,"Action, Adventure, Fantasy","Charlie Haskell, Koichi Sakamoto","Shotaro Ishinomori (characters), Seth Walther","Andrew Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson","As Orion leaves to go back to his home planet, Tensou discovers a radio frequency from Emperor Mavro stating he will use his entire Armada to invade Earth! The Rangers fight back and they ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGIxNzEwNDctYmY0Yi00MGFhLTg5ZWEtOWMxYzZlYWUxMTIyXkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,264,tt4962796,movie,N/A,N/A,N/A,N/A,True
Super Demetrios,2011,N/A,19 Apr 2012,110 min,"Action, Adventure, Comedy",Georgios Papaioannou,"Alexandros Stogiannis, Spyros Papanaoum, Mitsos Papavasileiou, Georgios Papaioannou, Argyris Pougouras, Dimitrios Vainas, Charalampos Papapostolou","Dimitrios Vainas, Paris Papadopoulos, Olga Sfetsa, Tasos Masias","In a surreal, parallel universe, Thessaloniki has its very own superhero: Super Demetrios. Posing as Dimitris Christoforidis, journalist for the Golden Jerusalem magazine, he fights for ...",Greek,Greece,2 wins.,https://m.media-amazon.com/images/M/MV5BNjc3NjExMTM4NV5BMl5BanBnXkFtZTcwOTUzMDA5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,214,tt2071601,movie,N/A,N/A,N/A,N/A,True
Zwei Nasen tanken Super,1984,N/A,14 Sep 1984,95 min,Comedy,Dieter Pröttel,"Thomas Gottschalk, Mike Krüger","Thomas Gottschalk, Mike Krüger, Simone Brahmann, András Fricsay Kali Son","Tommy and Mike, again without a job and without money, are looking for a public toilet at a motor show.",German,West Germany,1 win.,https://m.media-amazon.com/images/M/MV5BMTk1MDUyMTAzNl5BMl5BanBnXkFtZTcwNzU4NDcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,825,tt0088459,movie,N/A,N/A,N/A,N/A,True
DC Super Hero Girls: Legends of Atlantis,2018,Not Rated,02 Oct 2018,75 min,Animation,"Cecilia Aranovich, Ian Hamilton",Shea Fontana,"Yvette Nicole Brown, Greg Cipes, Teala Dunn, Anais Fairweather",Siren steals the Book of Legends in order to locate the Trident of Atlantis and rule the entire ocean.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOGMzNDQ2NDEtODFkNS00NzQ1LWJiOGMtYjZiZDBjYmY5NmQ3XkEyXkFqcGdeQXVyMzYyODU2NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,253,tt8634256,movie,N/A,N/A,DC Entertainment,N/A,True
History of Super Mecha Death Christ,2009,N/A,25 Nov 2009,7 min,Short,N/A,James D. Rolfe,"James D. Rolfe, Doug Walker",N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,25,tt2308719,movie,N/A,N/A,N/A,N/A,True
Chor chor super chor,2013,PG,02 Aug 2013,99 min,"Comedy, Drama, Thriller",Rajesh. K.,"Rajesh. K. (story), Ani Thomas (screenplay), Radhakrishnan Cherpu (screenplay), Alok Chaturvedi (dialogue writer), Rajesh. K.","Deepak Dobriyal, Priya Bhatija, Anshul Kataria, Paru Uma","In the crowded by lanes of old Delhi, Shukla ji runs a small photo studio as a front for small time crime. Over the years he has groomed a bunch of youngsters in the art of pick pocketing ...",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMzU5OTkwMzg0Nl5BMl5BanBnXkFtZTgwMTc2NDM2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,212,tt2337292,movie,N/A,N/A,Shemaroo,N/A,True
Super Dark Times,2017,Not Rated,29 Sep 2017,103 min,"Crime, Drama, Horror, Thriller",Kevin Phillips,"Ben Collins, Luke Piotrowski","Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Amy Hargreaves","Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",English,USA,4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4NzU2ODA5OF5BMl5BanBnXkFtZTgwNTk1ODkwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"18,987",tt5112578,movie,N/A,"$33,109","Lila 9th Productions, Ways &amp; Means, Higher Content, Neighborhood Watch, Om Films",N/A,True
Super-Sleuth,1937,Approved,16 Jul 1937,70 min,"Comedy, Mystery",Benjamin Stoloff,"Gertrude Purcell (screen play), Ernest Pagano (screen play), Harry Segall (from the play by)","Jack Oakie, Ann Sothern, Eduardo Ciannelli, Alan Bruce",An actor who plays a detective in films soon finds himself out of his depth when he tries to investigate a real crime.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzllNDY5YWQtMmYxYy00NTIyLTgxYzktMzA5NTYwNjI1YmNmXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.8,273,tt0029622,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
WWE Super Show-Down,2018,TV-PG,06 Oct 2018,240 min,"Action, Sport",Kevin Dunn,N/A,"Mark Calaway, Paul Levesque, Shawn Michaels, Glenn Jacobs",Super Show-Down will mark as the biggest WWE Live Event Ever in Australia.,"English, Spanish, Filipino, German, Hindi","Australia, USA",N/A,https://m.media-amazon.com/images/M/MV5BYjA2NmY0NjAtZTExOC00NjEzLWE0ODEtZTRmMWI1MDViMzRmXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,236,tt8948178,movie,N/A,N/A,N/A,N/A,True
Super Green Duo: Chapter 1 - Day at the Park,2009,NOT RATED,N/A,5 min,Short,Jan Byrnes,N/A,"Colleen Byrnes, Jan Byrnes","Two nature loving beauties are out for the day at a local park and are shocked by what they find there. Soon they meet the green 'Wonder Woman' Envira and her trusty sidekick, Terra. ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTM0MDYyMDM5Ml5BMl5BanBnXkFtZTcwMTQxODM1Mg@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1358400,movie,N/A,N/A,N/A,N/A,True
LEGO Marvel Super Heroes - Guardians of the Galaxy: The Thanos Threat,2017,Not Rated,01 Nov 2017,22 min,"Animation, Short, Action, Adventure, Comedy, Fantasy, Sci-Fi",Michael D. Black,"Mark Hoffmeier, Dan Abnett (based on the marvel comics by), Andy Lanning (based on the marvel comics by), Bill Mantlo (character created by: Rocket Raccoon), Keith Giffen (character created by: Rocket Raccoon), Steve Englehart (character created by: Star-Lord), Steve Gan (character created by: Star-Lord), Jim Starlin (characters created by: Thanos,  Gamora & Drax)","Jonathan Adams, Trevor Devall, Will Friedle, Jennifer Hale","The Guardians of the Galaxy on another adventure, but this time they are LEGO's!",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjhlYzVhNTMtMmFkYy00NDhiLTkyNDgtYzhhMTZiMzM2OTA5XkEyXkFqcGdeQXVyNjI2OTgxNzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,292,tt7387224,movie,N/A,N/A,N/A,N/A,True
